aRMSE,aSAM,overallRMSE,rmsAAD,perClassSumRMSE,class0RMSE,class1RMSE,class2RMSE,class3RMSE,class4RMSE,class5RMSE,inference_time
0.004819765221327543,0.01498433481901884,0.007734687998890877,0.0265401192009449,0.045858874917030334,0.009429984726011753,0.007998713292181492,0.007338302675634623,0.00586104579269886,0.006651901174336672,0.008578930050134659,2.5179994106292725
