loss,overall_rmse,overall_rms_abundance_angle_distance,sum_per_class_rmse,val_loss,val_overall_rmse,val_overall_rms_abundance_angle_distance,val_sum_per_class_rmse,TimeHistory
0.13261884450912476,0.2831228971481323,0.9531554579734802,1.6303400993347168,0.10776251554489136,0.2533295452594757,0.8600379228591919,1.444894552230835,64.22514629364014
0.07397013157606125,0.1891801655292511,0.617367684841156,1.1061314344406128,0.05039900168776512,0.13644954562187195,0.45392873883247375,0.8126487731933594,43.19285178184509
0.04325740039348602,0.12488453835248947,0.4116733968257904,0.7384461164474487,0.03369199112057686,0.09952723234891891,0.3317810297012329,0.5846055746078491,43.06200957298279
0.03124646283686161,0.10141316801309586,0.335623562335968,0.5966392755508423,0.025038039311766624,0.08188315480947495,0.27477210760116577,0.48220670223236084,43.503732681274414
0.0239720419049263,0.08776533603668213,0.2911067605018616,0.5161621570587158,0.019000528380274773,0.06823235005140305,0.22826607525348663,0.40274184942245483,43.15914702415466
0.018984025344252586,0.07854447513818741,0.2620196044445038,0.4624153673648834,0.01578495278954506,0.06633162498474121,0.22457361221313477,0.3879043459892273,43.41332674026489
0.01526822242885828,0.07122736424207687,0.23954690992832184,0.4197582006454468,0.012304684147238731,0.05677589774131775,0.19326657056808472,0.33571213483810425,43.391674518585205
0.012628499418497086,0.06677085906267166,0.22497577965259552,0.3934921324253082,0.01088818721473217,0.05966058373451233,0.2008713036775589,0.3499581515789032,43.46258902549744
0.010628274641931057,0.06323432922363281,0.21478651463985443,0.372854620218277,0.008554560132324696,0.05077992007136345,0.17475414276123047,0.30008822679519653,43.11396384239197
0.009068762883543968,0.06018902733922005,0.20499566197395325,0.3550006151199341,0.007423310540616512,0.04991688206791878,0.17243692278862,0.2957254946231842,42.95949125289917
0.00782964937388897,0.057590022683143616,0.19716180860996246,0.33966270089149475,0.0063373674638569355,0.047210123389959335,0.16457201540470123,0.2792610824108124,43.217028856277466
0.006940534804016352,0.05606284365057945,0.19212964177131653,0.33055976033210754,0.0056570726446807384,0.046709246933460236,0.16168992221355438,0.2750663161277771,43.40327572822571
0.006092002149671316,0.053702156990766525,0.1849837452173233,0.31654420495033264,0.005153333768248558,0.046754561364650726,0.16307303309440613,0.276372492313385,43.28555417060852
0.00558258593082428,0.05280424281954765,0.18166257441043854,0.3115760385990143,0.004607551731169224,0.04493607580661774,0.15580444037914276,0.2646874785423279,43.11733269691467
0.004915518220514059,0.049933113157749176,0.1726563572883606,0.29474422335624695,0.003962645772844553,0.04130289703607559,0.14573915302753448,0.24277201294898987,43.49662113189697
0.004500515293329954,0.0487787090241909,0.1686197817325592,0.28800147771835327,0.004028324969112873,0.045252684503793716,0.1586187332868576,0.2668461501598358,42.77891278266907
0.00408626114949584,0.04717590659856796,0.16338329017162323,0.27868497371673584,0.0036650255788117647,0.04384034126996994,0.15222103893756866,0.26010093092918396,43.162461280822754
0.0037493854761123657,0.045848146080970764,0.15885256230831146,0.2706620693206787,0.0029852879233658314,0.03804010525345802,0.13328640162944794,0.22488079965114594,43.03457260131836
0.0034073772840201855,0.044186972081661224,0.15294577181339264,0.2613429129123688,0.003108363598585129,0.04169609770178795,0.14572332799434662,0.24358321726322174,43.574265003204346
0.003194542368873954,0.04349415376782417,0.1505471169948578,0.2571733295917511,0.002805449767038226,0.03973923251032829,0.13706916570663452,0.23376120626926422,43.41390347480774
0.002928592264652252,0.041970349848270416,0.14507350325584412,0.24790023267269135,0.0024831017944961786,0.03718970715999603,0.12823720276355743,0.2191094160079956,43.42042016983032
0.002691171830520034,0.040508996695280075,0.1396266222000122,0.23927724361419678,0.00237396196462214,0.03717998042702675,0.12749139964580536,0.2182588279247284,43.07631254196167
0.0024972420651465654,0.03935161232948303,0.1354394257068634,0.23247162997722626,0.0021828191820532084,0.03581835329532623,0.1259302794933319,0.2116193026304245,43.40889644622803
0.0023277895525097847,0.03827349469065666,0.13129103183746338,0.22621974349021912,0.002149211009964347,0.03645815700292587,0.12494659423828125,0.21469460427761078,43.3621506690979
0.002174684312194586,0.03725430369377136,0.12740248441696167,0.2201460599899292,0.0019390888046473265,0.03451959788799286,0.11687693744897842,0.20398540794849396,43.1064350605011
0.0020550591871142387,0.036538925021886826,0.12445620447397232,0.21589678525924683,0.00204972131177783,0.03690991550683975,0.12364007532596588,0.2159898281097412,43.36970829963684
0.0019295631209388375,0.035634152591228485,0.12172391265630722,0.21038347482681274,0.0018836173694580793,0.03530486300587654,0.11854738742113113,0.20928700268268585,43.540748596191406
0.0018858542898669839,0.03538047522306442,0.12002670764923096,0.20884332060813904,0.0017943286802619696,0.03455902263522148,0.11940132081508636,0.2010631263256073,43.067352056503296
