aRMSE,aSAM,overallRMSE,rmsAAD,perClassSumRMSE,class0RMSE,class1RMSE,class2RMSE,class3RMSE,inference_time
0.020837992429733276,0.047510530799627304,0.024445394054055214,0.05977186560630798,0.09561865776777267,0.01909281127154827,0.01853944920003414,0.029645584523677826,0.028340812772512436,2.7757937908172607
