aRMSE,aSAM,overallRMSE,rmsAAD,perClassSumRMSE,class0RMSE,class1RMSE,class2RMSE,class3RMSE,inference_time
0.009037143550813198,0.019719569012522697,0.01337685901671648,0.03162897378206253,0.0518360435962677,0.009741609916090965,0.009608718566596508,0.015581753104925156,0.016903961077332497,0.8975386619567871
