loss,overall_rmse,overall_rms_abundance_angle_distance,sum_per_class_rmse,val_loss,val_overall_rmse,val_overall_rms_abundance_angle_distance,val_sum_per_class_rmse,TimeHistory
0.048254627734422684,0.20857180655002594,0.5219946503639221,0.8083263635635376,0.021037215366959572,0.1469763219356537,0.3687799870967865,0.5658835768699646,9.26767897605896
0.02319626323878765,0.15113213658332825,0.37927407026290894,0.587253212928772,0.022046396508812904,0.15100446343421936,0.38486382365226746,0.5780413746833801,4.003698825836182
0.02276250347495079,0.15018486976623535,0.38031691312789917,0.5791171789169312,0.019779734313488007,0.14334525167942047,0.36190369725227356,0.5510408878326416,3.932310104370117
0.039923008531332016,0.18147973716259003,0.4465109705924988,0.6918275356292725,0.04624493047595024,0.216880664229393,0.5185999870300293,0.8091028332710266,3.965980052947998
0.221566304564476,0.4629759192466736,1.119360089302063,1.6619654893875122,0.2626896798610687,0.5183051228523254,1.2499223947525024,1.8675217628479004,3.953395128250122
0.26129812002182007,0.5109684467315674,1.2356654405593872,1.8314056396484375,0.2509029805660248,0.5045648813247681,1.2164009809494019,1.7883856296539307,3.9946820735931396
0.22091425955295563,0.4622748792171478,1.1286513805389404,1.6617778539657593,0.13108956813812256,0.35902369022369385,0.9602740406990051,1.376944899559021,4.037034511566162
0.03588856756687164,0.16720500588417053,0.4187171757221222,0.6433602571487427,0.007957159541547298,0.08726620674133301,0.19942817091941833,0.3427262604236603,3.9668233394622803
0.006839776877313852,0.08175497502088547,0.19610923528671265,0.3214668333530426,0.0056122164241969585,0.07329177111387253,0.17904315888881683,0.2892180383205414,4.013549327850342
0.004366252105683088,0.06552816182374954,0.16943670809268951,0.25293952226638794,0.004258027765899897,0.06458449363708496,0.16596457362174988,0.2469281703233719,4.027064800262451
0.003343194257467985,0.05733288452029228,0.15416862070560455,0.21686285734176636,0.0033939252607524395,0.057008009403944016,0.14855487644672394,0.2153344452381134,4.119779348373413
0.003150337375700474,0.05541456490755081,0.1495162397623062,0.20955803990364075,0.0027351495809853077,0.0511249341070652,0.1389424055814743,0.19152280688285828,4.134713649749756
0.0029382240027189255,0.05363335832953453,0.1457173079252243,0.2016785591840744,0.002543681301176548,0.04913086071610451,0.13247767090797424,0.18661031126976013,4.123088121414185
0.002585706068202853,0.05044203996658325,0.13721397519111633,0.18989159166812897,0.0021936825942248106,0.0455426461994648,0.12204531580209732,0.17160873115062714,4.123672246932983
0.0022806490305811167,0.04729219526052475,0.12745971977710724,0.17950952053070068,0.0026520879473537207,0.05013483017683029,0.13277433812618256,0.19003716111183167,4.161608695983887
0.00224525504745543,0.046837568283081055,0.1254773736000061,0.17809677124023438,0.001935526612214744,0.04306083172559738,0.11154742538928986,0.16317526996135712,4.099760293960571
0.0019129631109535694,0.04332617297768593,0.11587683856487274,0.16558709740638733,0.0023434225004166365,0.04752820357680321,0.126084566116333,0.17977772653102875,4.0547966957092285
0.0018686172552406788,0.0428435318171978,0.1138567104935646,0.16299691796302795,0.001670818543061614,0.03959498554468155,0.10454719513654709,0.150618776679039,4.122682809829712
0.0017844868125393987,0.0418241061270237,0.11001156270503998,0.1596759706735611,0.0015218029730021954,0.0378572978079319,0.10046665370464325,0.14428283274173737,4.12663459777832
0.00169545563403517,0.04068402945995331,0.1071629598736763,0.1560579538345337,0.0016264626756310463,0.038933075964450836,0.10405683517456055,0.14842557907104492,4.104820489883423
0.001565762097015977,0.03954606130719185,0.10471870005130768,0.15104447305202484,0.0017413817113265395,0.04091712459921837,0.10868297517299652,0.15468522906303406,4.153957366943359
0.001631417777389288,0.04016801342368126,0.10601066797971725,0.15333878993988037,0.0017792412545531988,0.041434723883867264,0.10467743873596191,0.1570516675710678,4.131273508071899
0.0013315766118466854,0.035908181220293045,0.09464742988348007,0.1374729722738266,0.0011506903683766723,0.033003803342580795,0.08601553738117218,0.12647731602191925,4.1445395946502686
0.001296467729844153,0.03563642501831055,0.09285427629947662,0.13775478303432465,0.0011755023151636124,0.03342745080590248,0.08675742149353027,0.12743590772151947,4.087684154510498
0.0011478824308142066,0.03368796408176422,0.0878659039735794,0.12958334386348724,0.001058679074048996,0.03166836500167847,0.07958395034074783,0.12187720090150833,4.2036051750183105
0.0011072891065850854,0.03295495733618736,0.08569252490997314,0.12699273228645325,0.0008976883837021887,0.029384344816207886,0.07516434043645859,0.11411728709936142,4.1095921993255615
0.0010346263879910111,0.03207267448306084,0.0816393718123436,0.12435702234506607,0.0011201248271390796,0.03309207037091255,0.08438441902399063,0.12739118933677673,4.144949197769165
0.0011259481543675065,0.03308725357055664,0.08408057689666748,0.12758618593215942,0.001146205817349255,0.03321417421102524,0.08399856090545654,0.12674126029014587,4.110722064971924
0.0009947072248905897,0.0314837284386158,0.08049404621124268,0.1211874932050705,0.0013171042082831264,0.03618429973721504,0.0907256081700325,0.13704515993595123,4.109202861785889
0.0010932369623333216,0.03271200507879257,0.0827881395816803,0.1263580173254013,0.0008762924117036164,0.029067931696772575,0.0749632939696312,0.11158396303653717,4.150715351104736
0.0007934611639939249,0.0279458686709404,0.07054395973682404,0.1082260012626648,0.0006811855128034949,0.02556529827415943,0.06367364525794983,0.09880057722330093,4.160993814468384
0.0007060798234306276,0.026399316266179085,0.06641241163015366,0.10262994468212128,0.0008225979399867356,0.02838686853647232,0.0712193101644516,0.10921687632799149,4.109402179718018
0.0007215046789497137,0.02662316896021366,0.06703990697860718,0.10326835513114929,0.0007460316410288215,0.0267686415463686,0.06774682551622391,0.10260828584432602,4.1596198081970215
0.0007224833825603127,0.026822706684470177,0.06765293329954147,0.10359074920415878,0.0010479576885700226,0.0320548415184021,0.07952379435300827,0.12132668495178223,4.151825666427612
0.0007920490461401641,0.027776656672358513,0.06992154568433762,0.10769253224134445,0.0005390376900322735,0.02281739003956318,0.05583547055721283,0.08870843052864075,4.175278186798096
0.0006281319074332714,0.02500678412616253,0.06335682421922684,0.09654240310192108,0.0007217358215712011,0.026020798832178116,0.06875777244567871,0.09991069883108139,4.161056756973267
0.0006389819318428636,0.025062765926122665,0.06341104954481125,0.09681709855794907,0.0005932791973464191,0.02407088130712509,0.06032049283385277,0.09301529079675674,4.172460556030273
0.0006947945803403854,0.025972092524170876,0.06584879755973816,0.10036305338144302,0.0006334204808808863,0.02476431615650654,0.06332524865865707,0.09580840915441513,4.112051963806152
0.0006056905840523541,0.024418387562036514,0.06172560155391693,0.09447330981492996,0.00048322111251764,0.021783001720905304,0.053348612040281296,0.08492185175418854,4.118017911911011
0.0005361688672564924,0.022988837212324142,0.05834869667887688,0.08923960477113724,0.0005478857201524079,0.022974368184804916,0.05602362006902695,0.09077969938516617,4.126925468444824
0.0007076849578879774,0.026212414726614952,0.06659945845603943,0.10134568810462952,0.0006862662266939878,0.02604731358587742,0.06490542739629745,0.09962832927703857,4.128637790679932
0.0005282235215418041,0.022814752534031868,0.05705377086997032,0.08850198984146118,0.0004243427829351276,0.02017495594918728,0.050213344395160675,0.07873312383890152,4.056057691574097
0.0004867770185228437,0.021897032856941223,0.05502913147211075,0.08492154628038406,0.00048417432117275894,0.021666549146175385,0.05471523478627205,0.08398333191871643,4.064803838729858
0.0004895577440038323,0.02195052057504654,0.05529699847102165,0.08531372994184494,0.0004579456290230155,0.020856548100709915,0.05328463762998581,0.08072227984666824,4.093559741973877
0.00047308957437053323,0.0215890072286129,0.054378606379032135,0.08358701318502426,0.0004522158997133374,0.02088519185781479,0.05332574620842934,0.08074414730072021,4.144359827041626
0.0005142683512531221,0.02256281115114689,0.05650541931390762,0.08728525042533875,0.0005866899155080318,0.02357647381722927,0.06039302051067352,0.09016431868076324,4.170698165893555
0.00046014232793822885,0.021213632076978683,0.053083356469869614,0.08217108994722366,0.0007277692784555256,0.02711278572678566,0.0669499933719635,0.10326595604419708,4.08199405670166
0.0005283468053676188,0.02275862731039524,0.05670379102230072,0.08834633231163025,0.0003512958064675331,0.018549837172031403,0.046050019562244415,0.07203827798366547,4.026095390319824
0.0003886803751811385,0.019477766007184982,0.04862241446971893,0.07577215880155563,0.00042142911115661263,0.020108092576265335,0.05160607770085335,0.07783398032188416,4.088284730911255
0.00039907562313601375,0.019887443631887436,0.04960676282644272,0.07717597484588623,0.0005257930606603622,0.022788232192397118,0.05823522061109543,0.0859302282333374,4.048131227493286
0.0005096493405289948,0.022259697318077087,0.05668490752577782,0.0857984647154808,0.00044310279190540314,0.02087106555700302,0.0508047454059124,0.08067211508750916,4.0667853355407715
0.00038304130430333316,0.0193753894418478,0.048288408666849136,0.07497767359018326,0.00033268085098825395,0.01806640438735485,0.043876636773347855,0.07057427614927292,4.1630637645721436
0.00036799986264668405,0.01899142935872078,0.0473778210580349,0.07348503172397614,0.0003448121715337038,0.018271392211318016,0.04638375714421272,0.07040385901927948,4.12584924697876
0.0003746803558897227,0.019199728965759277,0.04825367033481598,0.07412184029817581,0.00032790706609375775,0.017627036198973656,0.043796539306640625,0.06780001521110535,4.057109832763672
0.0003785839944612235,0.019240595400333405,0.04812687262892723,0.07392381876707077,0.0003010402142535895,0.017062610015273094,0.042625006288290024,0.06589339673519135,4.111517667770386
