aRMSE,aSAM,overallRMSE,rmsAAD,perClassSumRMSE,class0RMSE,class1RMSE,class2RMSE,class3RMSE,inference_time
0.009759177453815937,0.02160005271434784,0.013536093756556511,0.031833842396736145,0.05364757031202316,0.011922098696231842,0.01134843286126852,0.01573522947728634,0.014641806483268738,1.8617424964904785
